submission_id,user_id,rank,rating,country,language,problem_id,code,rank_bucket,code_length,line_count,avg_line_length,spaces_count,tabs_count,newlines_ratio,has_comments,uses_list_comp,uses_map,uses_lambda,imports_math,uses_recursion,variable_name_length,uses_scanner,has_class,uses_bits_stdc,uses_vector,uses_auto,compact_style
87,user_1609,1242,1249,China,C++,CF790D,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int num;
    cin >> num;
    vector<int> arr(num);
    for(int i = 0; i < num; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < num; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Pupil,334,19,17.57894736842105,95,0,0.05688622754491018,1,,,,,0,6,,,0.0,1.0,0.0,0.0
88,user_5706,959,968,USA,Java,CF131C,"// Solution
import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int number = scanner.nextInt();
        int sum = 0;
        for(int i = 0; i < number; i++) {
            sum += scanner.nextInt();
        }
        System.out.println(sum);
    }
}",Newbie,339,14,24.214285714285715,98,0,0.04129793510324484,1,,,,,0,6,1.0,1.0,,,,
89,user_7963,1147,1137,Brazil,Java,CF894B,"// Solution
import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Newbie,193,3,64.33333333333333,10,0,0.015544041450777202,1,,,,,0,28,1.0,1.0,,,,
90,user_7268,2166,2156,USA,Python,CF571A,"from math import factorial
print(factorial(int(input())))",Master,57,2,28.5,3,0,0.03508771929824561,0,0.0,0.0,0.0,1.0,1,0,,,,,,
91,user_2442,2484,2477,Russia,C++,CF564A,"#include <bits/stdc++.h>
using namespace std;
int gcd(int a,int b){return b?gcd(b,a%b):a;}int main(){int a,b;cin>>a>>b;cout<<gcd(a,b);}",Grandmaster,135,3,45.0,9,0,0.022222222222222223,1,,,,,1,4,,,1.0,0.0,0.0,1.0
92,user_4861,2154,2163,USA,Python,CF634E,"from math import factorial
print(factorial(int(input())))",Master,57,2,28.5,3,0,0.03508771929824561,0,0.0,0.0,0.0,1.0,1,0,,,,,,
93,user_6249,1530,1533,Japan,Java,CF876A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int sum=sc.nextInt();int s=0;for(int i=0;i<sum;i++)s+=sc.nextInt();System.out.println(s);}}",Expert,194,2,97.0,10,0,0.010309278350515464,0,,,,,0,17,1.0,1.0,,,,
94,user_2797,2164,2170,Japan,Java,CF711C,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Master,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
95,user_1445,2302,2307,Russia,C++,CF746D,"#include <bits/stdc++.h>
using namespace std;
int main(){int x;cin>>x;vector<int>a(x);for(int i=0;i<x;i++)cin>>a[i];cout<<accumulate(a.begin(),a.end(),0);}",Grandmaster,155,3,51.666666666666664,6,0,0.01935483870967742,1,,,,,0,7,,,1.0,1.0,0.0,1.0
96,user_2294,1507,1502,India,Python,CF592B,"// AC code
print(*sorted(map(int, input().split())))",Expert,52,2,26.0,3,0,0.038461538461538464,1,0.0,1.0,0.0,0.0,0,0,,,,,,
97,user_3782,1652,1646,India,Python,CF464C,"v = int(input())
print(sum(map(int, input().split())))",Expert,54,2,27.0,3,0,0.037037037037037035,0,0.0,1.0,0.0,0.0,0,0,,,,,,
98,user_4214,2424,2424,Russia,C++,CF257A,"#include <bits/stdc++.h>
using namespace std;
int main(){int ans;cin>>ans;vector<int>a(ans);for(int i=0;i<ans;i++)cin>>a[i];cout<<accumulate(a.begin(),a.end(),0);}",Grandmaster,163,3,54.333333333333336,6,0,0.018404907975460124,1,,,,,0,7,,,1.0,1.0,0.0,1.0
99,user_1911,2526,2531,India,C++,CF574C,"#include <bits/stdc++.h>
using namespace std;
int main(){int temp;cin>>temp;vector<int>v(temp);for(int i=0;i<temp;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Grandmaster,178,3,59.333333333333336,8,0,0.016853932584269662,1,,,,,0,7,,,1.0,1.0,0.0,1.0
100,user_2801,2383,2373,Russia,Python,CF820B,"print(*sorted(map(int, input().split())))",Grandmaster,41,1,41.0,1,0,0.024390243902439025,0,0.0,1.0,0.0,0.0,0,0,,,,,,
101,user_2163,2432,2435,Japan,Python,CF722E,"print(*sorted(map(int, input().split())))",Grandmaster,41,1,41.0,1,0,0.024390243902439025,0,0.0,1.0,0.0,0.0,0,0,,,,,,
102,user_2858,1521,1516,Japan,C++,CF731C,"#include <bits/stdc++.h>
using namespace std;

int gcd(int a, int b) {
    if(b == 0) return a;
    return gcd(b, a % b);
}

int main() {
    int x, y;
    cin >> x >> y;
    cout << gcd(x, y) << endl;
    return 0;
}",Expert,217,14,15.5,54,0,0.06451612903225806,1,,,,,1,4,,,1.0,0.0,0.0,0.0
103,user_9614,1286,1283,China,Python,CF543A,"def factorial(val):
    if val == 0:
        return 1
    else:
        return val * factorial(val - 1)

number = int(input())
print(factorial(number))",Pupil,151,8,18.875,36,0,0.052980132450331126,0,0.0,0.0,0.0,0.0,1,0,,,,,,
104,user_8784,2274,2284,India,Python,CF255C,"for _ in range(int(input())):
    a, b = map(int, input().split())
    print(a + b)",Master,83,3,27.666666666666668,17,0,0.03614457831325301,0,0.0,1.0,0.0,0.0,0,0,,,,,,
105,user_2583,1277,1280,Brazil,Java,CF886E,"import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Pupil,346,15,23.066666666666666,102,0,0.04335260115606936,0,,,,,1,4,1.0,1.0,,,,
106,user_5855,2546,2544,Poland,Java,CF342B,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Grandmaster,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
107,user_2864,1032,1036,Brazil,Python,CF465B,"// Solution
def gcd(a, b):
    while b != 0:
        temp = b
        b = a % b
        a = temp
    return a

x, y = map(int, input().split())
print(gcd(x, y))",Newbie,160,10,16.0,52,0,0.0625,1,0.0,1.0,0.0,0.0,1,0,,,,,,
108,user_3517,1792,1788,India,C++,CF478A,"#include <bits/stdc++.h>
using namespace std;
int main(){int r;cin>>r;vector<int>v(r);for(int i=0;i<r;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Expert,166,3,55.333333333333336,8,0,0.018072289156626505,1,,,,,0,7,,,1.0,1.0,0.0,1.0
109,user_5152,1063,1072,USA,C++,CF266B,"// Solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;
int main(){int sum;cin>>sum;vector<int>v(sum);for(int i=0;i<sum;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Newbie,220,6,36.666666666666664,11,0,0.02727272727272727,1,,,,,0,7,,,0.0,1.0,0.0,0.0
110,user_9379,835,843,Poland,C++,CF327A,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Newbie,221,15,14.733333333333333,65,0,0.06787330316742081,1,,,,,0,6,,,0.0,1.0,0.0,0.0
111,user_4688,2055,2059,Brazil,Python,CF857D,"t = int(input())
print(sum(map(int, input().split())))",Master,54,2,27.0,3,0,0.037037037037037035,0,0.0,1.0,0.0,0.0,0,0,,,,,,
112,user_9362,1192,1189,Poland,Java,CF699E,"// Solution
import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int result = scanner.nextInt();
        int sum = 0;
        for(int i = 0; i < result; i++) {
            sum += scanner.nextInt();
        }
        System.out.println(sum);
    }
}",Newbie,339,14,24.214285714285715,98,0,0.04129793510324484,1,,,,,0,6,1.0,1.0,,,,
113,user_2850,1616,1625,Japan,Java,CF301B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int x=sc.nextInt();int s=0;for(int i=0;i<x;i++)s+=sc.nextInt();System.out.println(s);}}",Expert,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
114,user_2059,1257,1258,India,Python,CF543E,"val = int(input())
arr = list(map(int, input().split()))
arr.sort()
for element in arr:
    print(element, end=' ')",Pupil,115,5,23.0,14,0,0.043478260869565216,0,0.0,1.0,0.0,0.0,0,0,,,,,,
115,user_2387,1040,1043,China,C++,CF459A,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Newbie,221,15,14.733333333333333,65,0,0.06787330316742081,1,,,,,0,6,,,0.0,1.0,0.0,0.0
116,user_4101,2305,2296,China,Python,CF402A,"print(*sorted(map(int, input().split())))",Master,41,1,41.0,1,0,0.024390243902439025,0,0.0,1.0,0.0,0.0,0,0,,,,,,
117,user_1451,973,977,Poland,C++,CF890E,"// Solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int number;
    cin >> number;
    vector<int> arr(number);
    for(int i = 0; i < number; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < number; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Newbie,361,20,18.05,96,0,0.055401662049861494,1,,,,,0,6,,,0.0,1.0,0.0,0.0
118,user_8183,1053,1043,India,Python,CF524D,"def factorial(value):
    if value == 0:
        return 1
    else:
        return value * factorial(value - 1)

number = int(input())
print(factorial(number))",Newbie,159,8,19.875,36,0,0.050314465408805034,0,0.0,0.0,0.0,0.0,1,0,,,,,,
119,user_5699,1113,1109,Brazil,C++,CF815E,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int temp;
    cin >> temp;
    vector<int> arr(temp);
    for(int i = 0; i < temp; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < temp; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Newbie,339,19,17.842105263157894,95,0,0.05604719764011799,1,,,,,0,6,,,0.0,1.0,0.0,0.0
120,user_4645,2093,2092,China,Java,CF823A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Master,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
121,user_7861,1681,1690,Brazil,Python,CF441D,"for _ in range(int(input())):
    a, b = map(int, input().split())
    print(a + b)",Expert,83,3,27.666666666666668,17,0,0.03614457831325301,0,0.0,1.0,0.0,0.0,0,0,,,,,,
122,user_3526,811,803,USA,Java,CF211C,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Newbie,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
123,user_3570,2190,2199,India,Python,CF991B,"from math import gcd
print(gcd(*map(int, input().split())))",Master,59,2,29.5,4,0,0.03389830508474576,0,0.0,1.0,0.0,1.0,1,0,,,,,,
124,user_7869,1128,1122,Poland,Python,CF584E,"// Solution
def gcd(a, b):
    while b != 0:
        temp = b
        b = a % b
        a = temp
    return a

x, y = map(int, input().split())
print(gcd(x, y))",Newbie,160,10,16.0,52,0,0.0625,1,0.0,1.0,0.0,0.0,1,0,,,,,,
125,user_2100,1256,1263,Brazil,Python,CF220D,"test_cases = int(input())
for i in range(test_cases):
    a, b = map(int, input().split())
    result = a + b
    print(result)",Pupil,127,5,25.4,25,0,0.03937007874015748,0,0.0,1.0,0.0,0.0,0,0,,,,,,
126,user_5582,2335,2332,India,Python,CF564A,"for _ in range(int(input())):
    a, b = map(int, input().split())
    print(a + b)",Grandmaster,83,3,27.666666666666668,17,0,0.03614457831325301,0,0.0,1.0,0.0,0.0,0,0,,,,,,
127,user_7814,1156,1147,Brazil,Java,CF124B,"// Solution
import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Newbie,358,16,22.375,103,0,0.0446927374301676,1,,,,,1,4,1.0,1.0,,,,
128,user_6343,1997,2006,Russia,C++,CF172E,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;vector<int>v(t);for(int i=0;i<t;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Master,166,3,55.333333333333336,8,0,0.018072289156626505,1,,,,,0,7,,,1.0,1.0,0.0,1.0
129,user_8652,1931,1926,Japan,C++,CF405B,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Master,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
130,user_5272,2502,2492,Russia,C++,CF407B,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Grandmaster,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
131,user_2320,2519,2528,USA,Java,CF792E,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int v=sc.nextInt();int s=0;for(int i=0;i<v;i++)s+=sc.nextInt();System.out.println(s);}}",Grandmaster,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
132,user_3665,1009,1000,USA,Python,CF359C,"def factorial(result):
    if result == 0:
        return 1
    else:
        return result * factorial(result - 1)

number = int(input())
print(factorial(number))",Newbie,163,8,20.375,36,0,0.049079754601226995,0,0.0,0.0,0.0,0.0,1,0,,,,,,
133,user_3889,1285,1277,Brazil,Java,CF563C,"// My approach
import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int res = scanner.nextInt();
        int sum = 0;
        for(int i = 0; i < res; i++) {
            sum += scanner.nextInt();
        }
        System.out.println(sum);
    }
}",Pupil,336,14,24.0,99,0,0.041666666666666664,1,,,,,0,3,1.0,1.0,,,,
134,user_5435,962,970,China,C++,CF686A,"// Solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int temp;
    cin >> temp;
    vector<int> arr(temp);
    for(int i = 0; i < temp; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < temp; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Newbie,351,20,17.55,96,0,0.05698005698005698,1,,,,,0,6,,,0.0,1.0,0.0,0.0
135,user_2188,1290,1282,Russia,Python,CF706A,"def solve():
    sum = int(input())
    array = list(map(int, input().split()))
    total = 0
    for element in array:
        total += element
    print(total)

solve()",Pupil,170,9,18.88888888888889,41,0,0.052941176470588235,0,0.0,1.0,0.0,0.0,0,0,,,,,,
136,user_8878,1216,1206,India,Python,CF899C,"test_cases = int(input())
for i in range(test_cases):
    a, b = map(int, input().split())
    result = a + b
    print(result)",Pupil,127,5,25.4,25,0,0.03937007874015748,0,0.0,1.0,0.0,0.0,0,0,,,,,,
137,user_4005,1395,1386,Japan,C++,CF158A,"// Fast solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;
int main(){int num;cin>>num;vector<int>v(num);for(int i=0;i<num;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Pupil,225,6,37.5,12,0,0.02666666666666667,1,,,,,0,7,,,0.0,1.0,0.0,0.0
138,user_7687,1908,1914,Brazil,Python,CF965A,"for _ in range(int(input())):
    a, b = map(int, input().split())
    print(a + b)",Master,83,3,27.666666666666668,17,0,0.03614457831325301,0,0.0,1.0,0.0,0.0,0,0,,,,,,
139,user_7354,1543,1540,USA,Java,CF849B,"import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Expert,346,15,23.066666666666666,102,0,0.04335260115606936,0,,,,,1,4,1.0,1.0,,,,
140,user_5094,1496,1498,Japan,Java,CF576B,"import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Expert,346,15,23.066666666666666,102,0,0.04335260115606936,0,,,,,1,4,1.0,1.0,,,,
141,user_3344,2424,2425,Poland,Java,CF365B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Grandmaster,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
142,user_2745,2291,2301,Poland,Java,CF401A,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Grandmaster,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
143,user_4840,1253,1255,China,C++,CF643B,"// AC code
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Pupil,232,16,14.5,67,0,0.06896551724137931,1,,,,,0,6,,,0.0,1.0,0.0,0.0
144,user_2041,2451,2457,Brazil,Java,CF524A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Grandmaster,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
145,user_7204,2457,2456,China,Python,CF502C,"from math import factorial
print(factorial(int(input())))",Grandmaster,57,2,28.5,3,0,0.03508771929824561,0,0.0,0.0,0.0,1.0,1,0,,,,,,
146,user_8854,1829,1832,China,C++,CF666C,"#include <bits/stdc++.h>
using namespace std;
int main(){int s;cin>>s;vector<int>a(s);for(int i=0;i<s;i++)cin>>a[i];cout<<accumulate(a.begin(),a.end(),0);}",Expert,155,3,51.666666666666664,6,0,0.01935483870967742,1,,,,,0,7,,,1.0,1.0,0.0,1.0
147,user_4199,1884,1891,India,Java,CF798A,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Expert,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
148,user_9618,1179,1182,India,Python,CF437B,"// Solution
def gcd(a, b):
    while b != 0:
        temp = b
        b = a % b
        a = temp
    return a

x, y = map(int, input().split())
print(gcd(x, y))",Newbie,160,10,16.0,52,0,0.0625,1,0.0,1.0,0.0,0.0,1,0,,,,,,
149,user_5551,1868,1874,Poland,C++,CF138D,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Expert,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
150,user_6353,1049,1042,Brazil,Java,CF103E,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Newbie,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
151,user_3194,2347,2355,China,C++,CF345E,"#include <bits/stdc++.h>
using namespace std;
int gcd(int a,int b){return b?gcd(b,a%b):a;}int main(){int a,b;cin>>a>>b;cout<<gcd(a,b);}",Grandmaster,135,3,45.0,9,0,0.022222222222222223,1,,,,,1,4,,,1.0,0.0,0.0,1.0
152,user_3195,913,923,China,C++,CF254B,"// Solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Newbie,233,16,14.5625,66,0,0.06866952789699571,1,,,,,0,6,,,0.0,1.0,0.0,0.0
